,Label
434258,1
1073211,0
2255714,1
2702624,1
1804025,0
1873920,0
246829,0
1731775,1
435696,1
2715205,1
2196764,0
2610925,0
544566,0
274227,0
347887,1
368772,1
847978,0
2730411,0
1458655,0
2217531,1
1583362,1
2308907,1
2697802,0
201729,0
2047773,0
2776140,0
2770364,0
1035390,0
2416197,1
123539,1
2374972,1
390348,1
58838,1
53803,1
312730,0
2413789,1
1859580,0
1591144,0
2411009,1
463520,0
170259,1
2283792,1
2572296,0
443367,1
350025,1
387702,1
494908,1
1776051,0
2043147,0
2392464,1
1542224,0
2748246,0
377574,1
114868,1
2596507,0
2092101,0
2795503,0
412918,1
1594182,0
1396289,0
2369343,1
2401005,1
1828211,0
371984,1
2318371,1
739570,0
2330884,1
105476,1
397481,1
689393,0
403599,1
2425997,1
105654,1
1710171,0
300221,0
343130,1
2237725,1
736621,0
361561,1
365480,1
2339556,1
2334421,1
2018155,0
37951,1
622136,0
2255205,1
2154151,0
371754,1
1393311,0
153691,1
131886,1
2379659,1
84431,1
430182,1
395453,1
918891,0
2281079,1
597274,0
119564,0
119659,0
684914,0
2418715,1
355225,1
1176730,0
2291990,1
2000162,0
2272259,1
2360871,1
2417998,1
2309740,1
2364893,1
996750,0
2432663,1
161233,1
1057950,0
375405,1
1898817,0
708854,0
1651494,0
2290617,1
66859,1
959184,0
33404,1
2321594,1
7753,0
357482,1
2318560,1
749927,0
760800,0
1118873,0
2710900,0
339312,1
329627,1
1067056,0
1762004,0
663759,0
165849,0
207987,0
2350367,1
549903,0
1090939,0
935145,0
652772,0
381405,1
2190798,0
2440726,1
2354583,1
2593825,0
2542814,0
2384046,1
479755,1
1093766,0
994500,0
2322242,1
158476,1
299622,0
2214110,1
323172,1
2331533,1
875255,0
503384,1
2295252,1
980433,0
392345,1
503069,1
339252,1
1303849,0
168162,1
2527730,0
1201473,0
911531,0
2264357,1
796762,0
518481,0
1819004,0
1061797,0
2583570,0
2614364,0
74249,1
354560,1
793240,0
1351816,0
121824,1
19917,1
345490,1
386628,1
369273,1
2411558,1
1514793,0
57656,1
95760,0
2533343,0
181109,1
2364821,1
126451,1
579078,0
1046905,0
2278934,1
1863570,0
1407897,0
1071965,0
1664050,0
2270847,1
319303,1
2574212,0
960149,0
38051,1
1832265,0
497548,1
2258219,1
2345416,1
1049365,0
413757,1
2207127,1
1236285,0
24174,1
1796329,0
76193,1
2391483,1
2098785,1
2378939,1
2072677,1
226264,0
743417,0
2422586,1
1997808,0
2566446,0
385712,1
2265129,1
884736,0
2243433,1
1041134,0
1188882,0
1502326,0
68850,0
175720,0
2048202,0
1238946,0
2333812,1
424247,1
2275804,1
2800008,0
2600301,0
442890,1
147596,0
85532,1
493767,1
365405,1
1031437,0
655497,0
334300,1
2086569,0
327836,1
2392949,1
345632,1
1618674,0
798388,0
2232920,1
1471611,0
214447,0
2535305,0
460634,0
2253384,1
1113289,0
761072,0
905281,0
1360386,0
154747,0
1096120,0
2292851,1
868790,0
2780467,0
1254171,0
379533,1
1656193,0
2267269,1
2705780,1
68558,1
2785933,0
2374520,1
1369420,0
440917,1
2379221,1
2293788,1
62145,1
422181,1
1062044,0
555414,0
323267,1
1626133,0
2012368,0
1452742,0
2250296,1
2423571,1
2004381,0
503085,1
701046,0
2019051,0
1257733,0
2224215,1
2713787,0
1663561,0
837860,0
1797426,0
2232940,1
2263304,1
642090,0
1526167,0
2232278,1
452727,1
434964,1
405650,1
2137608,0
2281851,1
2370168,1
1279712,0
2239953,1
2411614,1
152451,1
1587625,0
1261654,0
1118898,0
2761062,0
2215105,1
85210,1
329621,1
589809,0
196770,1
92783,1
582544,0
2333708,1
2524906,0
2234480,1
2380334,1
287272,0
421712,1
343396,1
1989589,0
352348,1
2281051,1
1670677,0
1878341,0
415483,1
373424,0
2265677,1
1577112,0
2731857,0
2605820,0
2580522,0
1522164,0
2268046,1
846493,0
1179456,0
2160107,0
2230906,1
2287466,1
2234920,1
2568671,0
2278965,1
2436086,1
337026,1
1954622,0
2392027,1
1138117,0
2355576,1
305546,0
2247814,1
2245864,1
1806068,0
2578741,0
1976116,0
1363854,0
250880,0
26679,1
2243063,1
2236484,1
1662834,0
1034373,0
2488070,0
2203099,0
807912,0
1334811,0
1644939,0
366062,1
1056350,0
859188,0
2387538,1
331261,1
2123460,0
1111414,0
57795,1
1945548,0
2361849,1
824235,0
1216853,0
2320766,1
127871,1
2400269,1
321041,1
499940,1
154327,1
2332356,1
380771,1
2317765,1
367954,1
83620,1
1304242,0
137085,1
76780,1
1192369,0
1319619,0
2510213,0
1529023,0
789833,0
2504413,0
1234996,0
499132,1
1398118,0
339769,1
2113095,0
1752194,0
2681577,1
1430488,0
2184750,0
2211445,1
33396,1
1296480,0
1464115,0
100063,1
37407,1
2173661,1
712204,0
2320933,1
170219,1
2315563,1
1816696,0
527834,0
2168754,1
1806657,0
115592,1
2305676,1
415360,1
84317,1
235697,0
2635800,0
2426348,1
2397481,1
1280582,0
2306089,1
1261199,0
1371166,0
2451945,1
2350226,1
2190962,0
591600,0
2768366,0
2106116,1
74018,1
2319972,1
2075364,0
2273640,1
2267056,1
1185539,0
623192,0
487592,0
435880,1
1469483,0
2314975,1
2289223,1
132551,1
884639,0
628798,0
2397801,1
414217,1
365465,1
146527,0
2234330,1
2360811,1
501783,1
72241,1
2391162,1
454551,1
56253,1
395330,1
2069763,0
2439642,1
1865,0
272511,0
1816397,0
1546764,0
1192005,0
441259,1
962199,0
2338438,1
423318,1
82036,1
2725067,0
97218,1
1729785,0
640312,0
2306010,1
128573,0
2312656,1
1261261,0
364611,1
533419,0
1707271,0
2188812,1
803897,0
1594495,1
1911055,0
1551278,0
1857344,0
1365375,0
2330992,1
2353042,1
2193590,0
1364505,0
2309091,1
2372465,1
2315675,1
2765651,1
2395173,1
2367696,1
2355057,1
2381170,1
415103,1
388164,1
954133,0
172592,1
1785753,0
2347113,1
1788384,0
2366163,1
2391470,1
496249,1
575994,0
1225945,0
888439,0
449378,1
1113747,0
1324089,0
446032,1
1747390,0
402583,1
581325,0
2265517,1
1185478,0
93499,1
1793295,0
2187548,1
2215375,1
948499,0
2656418,0
1579104,0
60637,0
2461375,1
603512,0
2294758,1
1995693,0
231762,0
349980,1
2780972,0
1062688,0
2746368,0
2274785,1
1003669,0
926804,0
2453041,1
1810020,0
2650467,0
1797917,0
1682159,0
378397,1
2410817,1
412300,1
2193335,1
634312,0
693988,0
2622624,0
79107,0
2089238,0
729758,0
2750436,0
1948190,0
2291565,1
35438,1
282717,0
167897,1
418645,1
477459,1
2154355,0
160743,1
1042451,0
2174960,0
1437611,0
196294,1
2292050,1
170076,1
397680,1
73548,1
1394779,0
2080093,0
73249,1
2828768,0
2343664,1
2204616,0
2425895,1
331427,1
2421710,1
2082059,1
474950,1
2467720,1
112582,0
263674,0
1014748,0
1658314,0
2316718,1
1225445,0
724050,0
378259,1
2423757,1
2332563,1
401031,1
2351078,1
36674,1
1699062,0
2683279,0
311455,0
1305915,0
2228908,1
368302,1
2165413,0
2393375,1
2824711,0
2044312,0
835033,0
1969984,0
743671,0
231751,0
2420591,1
1308871,0
2272977,1
2347176,1
92605,1
343628,1
2549119,0
1252864,0
1845257,0
2441693,1
1939561,0
444963,1
1232598,0
360997,1
1716453,0
530863,0
1956352,0
2251673,1
623038,0
2192231,0
2281810,1
2191025,0
2280737,1
1168761,0
136931,1
1628574,0
2653633,0
580769,0
29797,1
2296207,1
827948,0
1236040,0
358267,1
189507,1
1745494,0
1394904,0
473861,1
300316,0
1410453,0
1834284,0
2033188,0
698323,0
2578974,0
1275075,0
1757699,1
373808,1
1328598,0
1754813,0
509318,0
2787521,0
178395,1
1589707,0
2281472,1
1693821,0
1514381,0
143135,1
1083859,0
1634353,0
419762,1
1913046,0
2780181,0
323291,1
570980,0
1920971,0
90227,1
2318408,1
2414678,1
2298481,1
1761150,0
1666211,0
2358724,1
1542414,0
396084,1
2182642,0
2251767,1
1073285,0
2358939,1
1597372,0
1919282,0
149324,1
428406,1
1171685,0
2214855,1
36114,1
1211807,0
591226,0
2633345,0
309711,0
448550,1
250219,0
1038440,0
472273,1
2384212,1
2718776,0
2544839,0
1602840,0
2565029,0
2309163,1
2749819,1
2301707,1
2250487,1
658955,0
80286,1
2513279,0
2402766,1
79526,1
2381939,1
2399782,1
196650,1
378788,1
153873,1
647318,0
2600721,0
62911,1
1896184,1
108316,1
169460,1
1259536,0
1209566,0
1686360,0
671621,0
44146,1
1553426,0
2377657,1
2236234,1
150540,1
100880,1
1044502,0
1911404,0
2501494,0
2290418,1
621125,0
1792955,0
1657299,0
2719486,0
88935,1
1250654,0
1137248,0
1277193,0
326062,1
1968137,0
1931492,0
1946382,0
1854774,0
2202193,1
1104054,0
35290,1
1380418,0
2321776,1
2228257,1
2533973,0
54942,1
2383102,1
2722767,0
110520,1
342144,1
2198553,1
503487,1
1361537,0
2613524,0
2240163,1
2400056,1
2726025,0
504618,1
1043877,0
619009,1
1859930,1
2465147,1
131164,1
349012,1
356943,1
53830,1
757874,0
80177,1
2285230,1
2310020,1
675865,0
1999347,1
2422784,1
316516,1
879593,0
189634,1
2213625,1
2436043,1
97049,1
2260529,1
83502,1
822085,0
901264,0
2428571,1
1517034,0
2323367,1
2353609,1
1627896,0
473706,1
179206,1
2240011,1
1252750,0
366367,1
2347655,1
101128,1
2313172,1
2671638,0
2166375,1
691667,0
1688060,0
648448,0
1517556,0
27951,1
172864,1
2233213,1
2725240,0
1210975,0
860667,0
739292,0
47364,1
2333300,1
2689349,0
2086748,0
1175553,0
2278568,1
463282,0
676040,0
1298531,0
2052588,0
2331137,1
2571629,0
407728,1
1966018,0
321,0
2405390,1
2002284,0
2381760,1
1707488,1
2663710,0
804768,0
2460771,1
1975287,1
2424912,1
496919,0
2000702,0
2696405,0
417519,1
1903123,0
2212868,1
551881,0
2222822,1
2380873,1
2305668,1
367577,1
125220,1
1116714,0
2819594,0
2370681,1
2374977,1
170198,1
1758445,0
2000836,0
2730924,0
1443143,0
2128838,0
2016367,0
1063778,0
1984862,0
2653871,0
2740689,0
828631,0
2394953,1
2445535,0
376706,1
2492229,0
1515625,0
774450,0
549852,0
2521647,0
2419501,1
1226364,0
1642628,0
976383,0
324804,1
36144,1
2225425,1
346860,1
188985,1
1082765,0
380798,1
1174382,0
533252,0
361592,1
395866,1
163859,1
1435853,0
429897,1
1436794,0
2690209,0
367995,1
2724200,0
2271652,1
2320456,1
1403747,0
403905,1
2249979,1
657314,0
1485578,0
106942,1
144997,1
1552517,0
1898769,1
1327494,0
1221867,0
404729,1
2464584,1
2356021,1
2306833,1
2496990,0
2518119,0
328004,1
1640543,0
2382126,1
146090,1
447376,1
1393389,0
500362,1
1151004,0
1824313,0
2393933,1
196458,1
2376048,1
2316174,1
431765,1
2758613,0
868593,0
2545125,0
718984,0
1062130,0
2531647,0
2247650,1
2308280,1
2459331,1
480936,0
2329596,1
256428,0
2544806,0
1818771,0
2059474,0
350040,1
319706,1
2218937,1
154029,1
2402847,1
551942,0
784563,0
1224146,0
56172,1
123529,1
2206322,0
982373,0
72159,1
400666,1
2718264,0
2030297,0
2208596,1
153985,1
904526,0
2323317,1
1589827,0
496530,1
327608,1
1710999,0
60577,0
1026465,0
1309213,0
2770367,0
502347,0
2327071,1
656786,0
19931,1
36578,1
520152,0
1391807,0
2394093,1
1987498,0
843486,0
350002,1
438552,1
1694165,0
513615,0
2413626,1
389374,1
346361,1
1867223,0
2390959,1
2317875,1
1517222,0
2375382,1
326161,1
555891,0
267173,0
1684327,0
2299971,1
2465260,0
2227387,1
669849,0
447510,1
2226129,1
2291016,1
2029294,0
2015814,0
1301133,0
344417,1
455447,1
1564624,1
313865,1
2167414,0
2280844,1
2279418,1
1764719,0
996372,0
426855,1
2459972,1
1880030,1
2409627,1
700837,0
2271075,1
315957,1
2304355,1
2409335,1
2021659,0
867471,0
346861,1
79659,1
2288153,1
338954,1
2216668,1
1740346,0
2048435,0
1049520,0
2221679,1
2135103,0
1452962,0
72195,1
2377124,1
1726970,0
2228869,1
2250977,1
216026,0
208039,0
2718001,0
2603197,0
170513,1
706329,0
1247356,0
1456742,0
107832,1
314442,1
1934145,0
2230747,1
2171012,0
2766695,0
495215,1
391060,1
1553329,0
1748970,0
374897,1
610999,0
429184,1
1687638,0
95235,0
1878788,1
2458643,1
1679157,0
82235,1
2373957,1
88710,1
1112543,0
71249,1
1676052,0
547328,0
2747452,0
2081127,0
2218168,1
2261905,1
2600596,0
2267130,1
693417,0
2352235,1
2372780,1
442674,1
317360,1
621895,0
2775333,0
843068,0
2366790,1
2587445,0
2359557,1
2196763,0
65199,1
123787,1
507740,0
2315480,1
12928,0
1344726,0
58337,1
2033768,0
143800,1
476038,1
393210,1
469564,1
21161,1
367275,1
1566689,1
324684,1
1040638,0
2304757,1
52842,1
2675894,0
2335199,1
487700,0
2419469,0
1591995,0
1758320,1
2422169,1
2212740,1
809740,0
455153,1
421701,1
1488340,0
2688820,0
916851,0
170395,1
1499055,0
1764790,0
2381826,1
1432932,0
633628,0
2400728,1
2331121,1
406965,1
2108627,0
92458,1
2503424,0
1777648,0
319458,1
2276256,1
356848,1
2269064,1
2172261,0
157866,1
2292527,1
2471925,0
884163,0
64104,1
2608294,0
2232707,1
717451,0
1129199,0
402315,1
997608,0
2480594,0
477845,0
2346736,1
1246898,0
2194662,1
154544,1
2427302,1
2703359,1
2362203,1
248842,0
469146,0
2253613,1
2643486,0
1343514,0
2465817,1
454799,1
380565,1
1055158,0
2291327,1
1179608,0
43570,1
1125051,0
2724881,0
1667292,0
75603,1
1422544,0
429036,1
2778299,1
69972,0
1827308,0
114792,1
2540746,0
1327724,0
88131,1
2257610,1
2826684,0
2295661,1
83869,1
531762,0
47026,1
2180170,1
2453118,1
2299433,1
1379853,0
2309458,1
2289236,1
100793,1
2611095,0
1596178,0
1642898,0
2214967,1
2654983,0
2655371,0
68513,1
2259978,1
1967076,0
1157872,0
2189700,0
2204854,0
2348864,1
80308,1
2189865,0
1628559,0
449933,1
977633,0
2445553,0
1276774,0
106379,1
789013,0
1795399,0
122224,1
2308173,1
328969,1
363762,1
346077,1
1794212,0
2082173,0
2274175,1
2332533,1
188154,1
2496732,0
55758,1
1420948,0
2389657,1
2224812,1
90440,1
565665,0
2296159,1
2222758,1
352682,1
2251220,1
132979,1
331592,1
2428053,1
358226,1
2803693,0
1284151,0
2325469,1
2406867,1
2402321,1
109845,1
424653,1
2479594,0
933619,0
178335,1
2393211,1
1572611,0
2290326,1
398250,1
2178815,0
315774,1
1105792,0
2434104,1
179040,1
292011,0
819585,0
107325,1
1885011,0
371090,1
2504401,0
2732127,0
773513,0
2312802,1
734604,0
187698,1
1162753,0
2264220,1
2528548,0
1635502,0
1218000,0
419901,1
2104326,0
124864,1
888169,0
2402311,1
623288,0
154423,1
2026270,0
153812,1
1208306,0
1470946,0
2395614,1
2536272,0
350824,1
401933,1
23674,1
1302207,0
166927,1
1726005,0
2051861,0
1024056,0
30007,1
214413,0
359882,1
2211642,1
1667643,0
27166,1
542982,0
1126963,0
2534441,0
2422764,1
2237132,1
147722,0
2399631,1
1036601,0
2342163,1
435601,1
1720988,0
623857,1
365987,1
83907,1
434057,1
2705137,0
2809083,1
84662,1
2130012,0
552621,0
1451318,0
2718199,0
2424697,1
204046,0
2186827,0
406490,1
631500,0
652699,0
1238118,0
121690,0
1763194,0
79332,1
687831,0
2152223,0
144769,1
860635,0
72716,1
2036244,0
1563913,0
1050638,0
787018,0
717073,0
1532358,0
2330495,1
2715170,0
515754,0
362218,1
406253,1
648849,0
1359403,0
565398,0
67711,1
497630,1
2152747,0
30523,1
2227268,1
1915294,0
90295,1
1513093,0
161566,1
1588919,0
2226138,1
167161,1
25732,1
736953,0
2246239,1
2327794,1
2311029,1
2280434,1
681001,0
1510659,0
378405,1
2450494,0
456196,1
419370,1
1779182,0
434749,1
379253,1
188299,1
394812,1
113853,1
2751770,0
2736720,0
80427,1
242167,0
2336854,1
520455,0
2707308,1
504806,0
2384278,1
1971496,0
2074716,0
144626,1
1584184,0
22627,1
112441,0
266670,0
325523,1
2271956,1
1299870,0
52936,1
2402929,1
363812,1
2216941,1
1801028,0
2193161,1
1890780,0
62197,1
1392808,0
96067,0
323225,1
2385590,1
2490240,0
58370,1
97603,1
450887,1
847455,0
982765,0
560833,0
702800,0
2434250,1
224581,0
2594817,0
97447,1
145813,1
720985,0
1547355,0
704281,0
426979,1
732106,0
99536,1
794173,0
75447,1
2382313,1
2562508,0
2243910,1
81871,1
1284218,0
2711913,0
1536292,0
46972,1
825468,0
1948983,0
1497825,0
2384880,1
2828748,0
2075500,0
2242561,1
1499325,0
742947,0
65847,1
1097177,0
812868,0
2165494,0
423141,1
446406,1
2282649,1
438119,1
362931,1
1767964,0
2703187,0
351325,1
93534,1
2290625,1
2036933,0
115006,1
2245182,1
717778,0
2492110,0
1523577,0
1220358,0
2384726,1
24225,1
542078,0
2448104,1
2251347,0
2349267,1
520405,0
1560205,0
263444,0
2231676,1
250070,0
1063877,0
382836,1
1043205,0
1662102,0
107083,1
2239441,1
2360987,1
133410,1
487812,0
2291270,1
372080,1
867763,0
1578681,0
1691874,0
27591,1
2815260,0
2298839,1
2119789,0
440898,1
2151741,0
2563639,0
526443,0
251042,0
502957,1
1033149,0
2090193,0
1003812,0
852627,0
338515,1
449797,1
2231970,1
840242,0
2394276,1
906650,0
2294380,1
1288281,0
1970877,0
2064139,0
2368305,1
327294,1
165815,0
2452148,1
2022869,0
746752,0
1678812,0
2328036,1
2293225,1
2084128,0
2549470,0
167477,1
2438501,0
2333947,1
545421,0
815024,0
2429626,1
2221422,1
2767704,0
227993,0
2427186,1
1618940,0
2538824,0
2718375,0
2744163,0
2213273,1
350527,1
77092,1
99908,1
313857,1
2442433,1
2341255,1
1237248,0
418471,1
2275877,1
1936161,0
2382094,1
1561729,1
1736409,0
1864668,0
2309597,1
2052635,0
73700,1
363331,1
2268387,1
1337024,0
2286877,1
1048337,0
2385956,1
183889,1
2339946,1
30756,1
2449036,0
2201314,0
2399713,1
1977489,0
1330144,0
339387,1
435188,1
1900322,0
2773022,0
1221960,0
2108493,0
698483,0
2279262,1
2179697,1
754312,0
147173,0
1507593,0
2291134,1
340008,1
1830291,0
350622,0
1309060,0
2421683,1
137148,1
477505,0
43265,1
2264862,1
98112,1
2401886,1
430034,1
373816,1
95020,0
2371555,1
423415,1
1721438,1
2210325,1
2225454,1
1116299,0
1564471,0
2458314,1
364068,1
2551364,0
2190837,1
2453605,1
1808272,0
802954,0
2219036,1
2334491,1
913800,0
370331,1
2245712,1
2775645,0
389799,1
796434,0
826024,0
1522194,0
2167825,0
2046189,0
2602855,0
2381158,1
314777,1
2122705,0
690314,0
449194,1
2682507,0
88444,1
2780449,0
399876,1
445607,1
2251642,1
2275205,1
2469579,1
1370268,0
167447,1
757260,0
2543563,0
2386257,1
397098,1
526696,0
235436,0
1225678,0
1301300,0
446264,1
381871,1
2336416,1
2258164,1
2253878,1
1490860,0
2302405,1
2395599,1
367921,1
1438872,0
1563535,0
56093,1
2426827,1
59049,1
477346,1
1243111,0
2295655,1
50605,0
351326,1
380172,1
329875,1
2373931,1
395521,1
1745075,0
410023,1
1495267,0
181916,1
2268307,1
2252473,1
1736192,0
2705500,0
741170,0
429824,1
2751312,0
764606,0
381266,1
739229,0
30020,1
2670043,0
633453,0
347864,1
716956,0
2695512,0
754366,0
2227691,1
1181491,0
1485491,0
145503,1
2330560,1
1508003,0
421062,1
788027,0
170458,1
2291832,1
2709877,0
1041308,0
2323161,1
1385948,0
2726106,0
93368,1
161017,1
1893789,1
1078471,0
2577324,0
2435447,1
1967967,0
298032,0
1242176,0
4445,0
1286271,0
1867834,0
1284975,0
141887,1
497266,1
715093,0
2775404,0
85978,1
2705884,0
1278522,0
1693781,0
1088777,0
344076,1
400794,1
2395462,1
1123519,0
2286501,1
708289,0
2352475,1
2807290,0
117358,1
35023,1
2092864,0
179306,1
1448875,0
347754,1
354842,1
2519005,0
1381076,0
2100811,0
2404821,1
2211040,1
2692781,0
1685447,0
983228,0
352364,1
2597592,0
2425842,1
1247593,0
2406369,1
2456478,1
2412867,1
2380830,1
149913,1
2383940,1
2319191,1
1515015,0
335129,1
2393749,1
1023254,0
1666292,0
2343962,1
1472324,0
2797946,0
1958746,0
2273745,1
141608,1
2406773,1
22354,0
1236392,0
191502,1
274890,0
938097,0
2570119,0
728239,0
21541,0
1480803,0
2315190,1
1254938,0
1097964,0
2812578,0
1426396,0
2651023,0
1656528,0
420014,1
1881760,0
460877,0
2782313,0
469610,1
762784,0
2166177,0
2273872,1
430787,1
21302,1
244433,0
1234154,0
2052436,0
180630,1
2616390,0
64603,1
160350,1
2738179,0
312326,0
2735385,0
1900783,0
2365514,1
2066688,0
1449626,0
1210185,0
1757827,0
236221,0
1356155,0
1228277,0
116242,1
183009,1
450753,1
1933124,0
470061,1
2384926,1
350220,1
343894,1
2076995,0
2669544,1
1820563,0
1991495,0
116819,1
1583963,1
2811038,1
1749780,1
1869848,0
443364,1
1649800,0
117025,1
1328563,0
197818,0
146095,1
453060,1
2552754,0
1504968,0
429873,1
432961,1
1191244,0
852575,0
1250023,0
415868,1
941809,0
2137864,0
2459956,1
223220,0
2308989,1
24770,1
2193351,1
1063472,0
796895,0
2439078,1
2255493,1
109558,1
144778,1
2224398,1
2208941,1
145832,1
332715,1
2436705,1
68322,1
532230,0
2247024,1
241736,0
773190,0
582900,0
1366089,0
2227866,1
1221758,0
2676503,0
923891,0
923544,0
2467911,1
2129062,1
1020290,0
2562664,0
2746904,0
1026203,0
142400,1
545675,0
981615,0
2105355,0
967102,0
71534,1
2297255,1
2372580,1
951241,0
638152,0
1262863,0
1401785,0
1568621,0
105906,1
152167,1
856691,0
2274167,1
1715638,0
394329,1
383879,1
2036911,0
2431303,1
2006678,0
440675,1
2701288,0
762733,0
1065681,0
499313,1
424785,1
328387,1
589589,0
443308,1
190217,1
2238414,1
2164877,1
36351,1
2421103,1
923097,0
2274207,1
1393745,0
2568619,0
1884477,0
1460573,0
1376028,0
2140700,0
2611490,0
2375731,1
1638272,0
2410655,1
345621,1
243262,0
2348995,1
1419135,0
2573585,0
25437,1
2336260,1
2331064,1
2254051,1
19795,1
1538728,0
238090,0
2212505,1
15571,0
109703,1
385775,1
1704571,0
1092818,0
88293,1
451508,1
340415,1
1126461,0
393069,1
449107,1
2022955,0
335168,1
2335880,1
948031,0
1078220,0
2436070,1
1509135,0
1322140,0
2250333,1
1012143,0
2139812,0
548449,0
421967,1
1830228,0
2281740,1
811838,0
625822,0
450377,1
1710692,1
837994,0
2349532,1
1582018,0
48897,1
191381,1
199881,0
1855324,1
2461208,1
2350247,1
1019797,0
879575,0
471468,1
2559860,0
2792030,0
1988304,0
1925986,0
2594254,0
313709,1
1178195,0
107664,1
473731,1
1390724,0
2748156,1
488622,0
1609241,0
652558,0
2747736,0
90205,1
366382,1
2468890,1
1333396,0
1292654,0
1719487,0
1084219,0
2261510,1
289352,0
2406329,1
2329394,0
365226,1
112653,0
1430178,0
141566,1
1126291,0
2569313,0
1374484,0
620721,0
440359,1
2237496,1
2821571,0
2556527,0
1497022,0
136935,1
2656245,0
2336597,1
2270066,1
2439363,1
1959453,0
2750391,1
5721,0
2444299,1
392677,1
1340663,0
2288280,1
140349,1
325613,1
68252,1
2763443,0
2067008,0
342280,1
399796,1
2031913,0
431761,1
2417932,1
1888740,0
1130084,0
1963278,0
2750395,0
90366,1
369837,1
2621944,0
2379663,1
437135,1
63498,1
329619,1
953692,0
1723713,1
2407291,1
2442858,1
462270,0
2296025,1
2272311,1
372245,1
2301823,1
2083645,0
1915028,0
2247981,1
1927374,0
1223954,0
500877,1
2812183,0
167760,1
2374966,1
2486067,0
2377574,1
2238238,1
1299135,0
2400709,1
2736692,0
575077,0
2527919,0
83272,1
2171358,1
2286209,1
1977520,0
685711,0
671303,0
1693453,0
2050694,0
2410428,1
20402,1
494293,1
64505,1
2049057,0
957814,0
2150431,0
1433449,0
1870604,0
327501,1
2676313,0
2245972,1
1299823,0
111450,0
1276673,0
85013,1
2377227,1
353951,1
414880,1
351315,1
951980,0
733241,0
2347953,1
614686,0
2489766,0
2224436,1
403692,1
1804203,0
1576141,0
393835,1
341332,1
1136631,0
1382037,0
2376323,1
2394969,1
2080399,0
80778,1
2153433,0
751414,0
1767907,0
1134067,0
1300981,0
450690,1
2371347,1
2289388,1
1958871,0
2359582,1
2166516,0
1410862,0
432911,1
238696,0
2635319,0
2554986,0
2367779,1
2305189,1
2662425,0
2020702,0
1234912,0
98642,1
196810,1
2237308,0
200539,0
2515149,0
1329493,0
2816847,0
2765977,0
53791,1
571161,0
2255858,1
1733165,0
330535,1
903814,0
1290576,0
1746413,0
1904329,0
2336206,1
99801,1
1581426,0
2259416,1
2444204,1
447603,1
63189,1
144228,1
1226933,0
1357376,0
2083126,0
2454546,0
162898,1
869905,0
1702648,0
62387,1
1554163,0
1719056,0
2240300,1
573657,0
395114,1
343719,1
2259778,1
646010,0
2401296,1
2257061,1
1430771,0
1149200,0
39130,1
534214,0
136655,1
2382534,1
1764426,0
1078783,0
245892,0
1993335,0
66862,1
779127,0
1188596,0
99816,1
25339,1
474510,1
2260640,1
2261162,1
321703,1
545700,0
2068100,0
2335042,1
2304723,1
1758228,1
76089,1
667874,0
73647,1
1645682,0
377449,1
1369247,0
2335597,1
2292689,1
386876,1
472641,1
2210417,1
2356319,1
2826401,0
1086106,0
438064,1
67389,1
110436,1
1555691,0
2303179,1
2326798,1
451506,1
192474,1
741464,0
1639854,0
2634428,0
2318928,1
910443,0
317744,1
825805,0
2444686,1
474444,1
2359146,1
2257869,1
2717514,0
34303,1
111518,0
70227,0
1545444,0
1305524,0
457076,0
2451027,1
855007,0
63015,1
2459867,0
1638010,0
132502,1
2324413,1
2590708,0
352902,1
2690981,0
2009264,0
2556693,0
2373932,1
2167114,1
1679249,0
348710,1
258656,0
179068,1
651070,0
970212,0
429559,1
2131914,0
117690,1
2504680,0
2221156,1
332969,1
746501,0
469747,1
2467998,1
443414,1
654347,0
732291,0
2425554,1
2390589,1
392842,1
1494654,0
2289474,1
2682320,0
1783474,0
2761444,0
1186792,0
1082201,0
882805,0
1470247,0
2686721,0
355278,1
2805101,0
2685353,0
1788159,0
2196840,0
1693732,0
2317385,1
152968,1
422565,1
1288415,0
2218763,1
1679270,0
1791535,0
102159,1
2412055,1
377935,1
2468254,1
2616113,0
2501302,0
2376281,1
113019,1
708650,0
727874,0
322641,1
2335844,1
2362114,1
29257,1
2609697,0
244769,0
647175,0
2672994,0
1369589,0
405665,1
452487,1
725297,0
447679,1
1029162,0
682527,0
399733,1
1676907,0
1886107,0
1297122,0
2420666,1
2442817,1
1197408,0
1273425,0
88563,1
1990046,0
1169237,0
2696970,1
2163676,0
815342,0
2650123,0
1495288,0
430177,1
143590,1
1825520,0
371872,1
2190933,1
913005,0
1294296,0
743519,0
2249209,1
48017,1
738033,0
1817483,0
2815876,1
74230,1
347298,1
1639062,0
2078973,0
2320594,1
2276102,1
990515,0
2392989,1
1907139,0
55628,1
99853,1
2382768,1
364914,1
2250030,1
1009563,0
2295407,1
1058509,0
182645,1
2455949,1
2324676,1
1232651,0
508789,0
276548,0
102054,1
53754,1
1444706,0
1623624,0
2668603,0
2608419,0
1187017,0
84275,1
1455445,0
141908,1
510083,0
2736316,0
20244,1
1012744,0
604274,0
607850,0
2788508,0
1943657,0
1242848,0
715322,0
38611,1
1938939,0
2135286,0
1891431,0
876693,0
2421346,1
1462438,0
416569,1
317281,1
534606,0
377128,1
401823,1
467808,1
1705766,1
2319793,1
784180,0
584632,0
1116558,0
2038759,0
613404,0
409643,1
1585510,0
181830,1
185326,0
455407,1
